title,cast,crew
Battleship,"[{'cast_id': 3, 'character': 'Lieutenant Alex Hopper', 'credit_id': '52fe469ec3a36847f8108ccb', 'gender': 2, 'id': 60900, 'name': 'Taylor Kitsch', 'order': 0}, {'cast_id': 8, 'character': 'Commander Stone Hopper', 'credit_id': '52fe469ec3a36847f8108cd7', 'gender': 2, 'id': 28846, 'name': 'Alexander Skarsgård', 'order': 1}, {'cast_id': 4, 'character': ""Petty Officer Cora 'Weps' Raikes"", 'credit_id': '52fe469ec3a36847f8108ccf', 'gender': 1, 'id': 131519, 'name': 'Rihanna', 'order': 2}]","[{'credit_id': '52fe469ec3a36847f8108d45', 'department': 'Editing', 'gender': 2, 'id': 10816, 'job': 'Editor', 'name': 'Paul Rubell'}, {'credit_id': '53a158d00e0a266537002926', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 3995, 'job': 'Makeup Department Head', 'name': 'Jeff Dawn'}, {'credit_id': '52fe469ec3a36847f8108cff', 'department': 'Production', 'gender': 2, 'id': 6870, 'job': 'Producer', 'name': 'Duncan Henderson'}]"
Jurassic World,"[{'cast_id': 10, 'character': 'Owen Grady', 'credit_id': '5311015a9251410fe600151d', 'gender': 2, 'id': 73457, 'name': 'Chris Pratt', 'order': 0}, {'cast_id': 11, 'character': 'Claire Dearing', 'credit_id': '53110162925141104200157d', 'gender': 1, 'id': 18997, 'name': 'Bryce Dallas Howard', 'order': 1}, {'cast_id': 15, 'character': 'Simon Masrani', 'credit_id': '531101a3925141104d00157b', 'gender': 2, 'id': 76793, 'name': 'Irrfan Khan', 'order': 2}]","[{'credit_id': '52fe4bf7c3a368484e1a0683', 'department': 'Production', 'gender': 2, 'id': 488, 'job': 'Executive Producer', 'name': 'Steven Spielberg'}, {'credit_id': '554918b892514104ca000244', 'department': 'Production', 'gender': 0, 'id': 561, 'job': 'Casting', 'name': 'John Papsidera'}, {'credit_id': '52fe4bf7c3a368484e1a0689', 'department': 'Production', 'gender': 2, 'id': 664, 'job': 'Producer', 'name': 'Frank Marshall'}]"
Skyfall,"[{'cast_id': 1, 'character': 'James Bond', 'credit_id': '52fe46689251416c91053743', 'gender': 2, 'id': 8784, 'name': 'Daniel Craig', 'order': 0}, {'cast_id': 29, 'character': 'M', 'credit_id': '52fe46689251416c91053783', 'gender': 1, 'id': 5309, 'name': 'Judi Dench', 'order': 1}, {'cast_id': 12, 'character': 'Silva', 'credit_id': '52fe46689251416c91053759', 'gender': 2, 'id': 3810, 'name': 'Javier Bardem', 'order': 2}]","[{'credit_id': '52fe46689251416c910537ad', 'department': 'Sound', 'gender': 2, 'id': 153, 'job': 'Original Music Composer', 'name': 'Thomas Newman'}, {'credit_id': '52fe46689251416c91053755', 'department': 'Directing', 'gender': 2, 'id': 39, 'job': 'Director', 'name': 'Sam Mendes'}, {'credit_id': '52fe46689251416c910537ed', 'department': 'Art', 'gender': 1, 'id': 8384, 'job': 'Set Decoration', 'name': 'Anna Pinnock'}]"
Spider-Man 2,"[{'cast_id': 33, 'character': 'Peter Parker / Spider-Man', 'credit_id': '52fe4252c3a36847f801509f', 'gender': 2, 'id': 2219, 'name': 'Tobey Maguire', 'order': 0}, {'cast_id': 37, 'character': 'Mary Jane Watson', 'credit_id': '52fe4252c3a36847f80150af', 'gender': 1, 'id': 205, 'name': 'Kirsten Dunst', 'order': 1}, {'cast_id': 38, 'character': 'Harry Osborn', 'credit_id': '52fe4252c3a36847f80150b3', 'gender': 2, 'id': 17051, 'name': 'James Franco', 'order': 2}]","[{'credit_id': '52fe4252c3a36847f8015039', 'department': 'Sound', 'gender': 2, 'id': 531, 'job': 'Original Music Composer', 'name': 'Danny Elfman'}, {'credit_id': '52fe4252c3a36847f801504b', 'department': 'Production', 'gender': 1, 'id': 1221, 'job': 'Casting', 'name': 'Dianne Crittenden'}, {'credit_id': '5711831bc3a36860a80060c6', 'department': 'Sound', 'gender': 2, 'id': 1305, 'job': 'Music Editor', 'name': 'Bill Abbott'}]"
Iron Man 3,"[{'cast_id': 40, 'character': 'Tony Stark / Iron Man', 'credit_id': '52fe47a0c3a368484e0d15ff', 'gender': 2, 'id': 3223, 'name': 'Robert Downey Jr.', 'order': 0}, {'cast_id': 6, 'character': 'Virginia ""Pepper"" Potts', 'credit_id': '52fe479fc3a368484e0d157b', 'gender': 1, 'id': 12052, 'name': 'Gwyneth Paltrow', 'order': 1}, {'cast_id': 8, 'character': 'Colonel James "" Rhodey"" Rhodes', 'credit_id': '52fe479fc3a368484e0d157f', 'gender': 2, 'id': 1896, 'name': 'Don Cheadle', 'order': 2}]","[{'credit_id': '52fe47a0c3a368484e0d15cb', 'department': 'Writing', 'gender': 2, 'id': 1108, 'job': 'Screenplay', 'name': 'Shane Black'}, {'credit_id': '52fe479fc3a368484e0d1577', 'department': 'Directing', 'gender': 2, 'id': 1108, 'job': 'Director', 'name': 'Shane Black'}, {'credit_id': '52fe47a0c3a368484e0d15dd', 'department': 'Camera', 'gender': 2, 'id': 2483, 'job': 'Director of Photography', 'name': 'John Toll'}]"
Alice in Wonderland,"[{'cast_id': 7, 'character': 'Alice Kingsleigh', 'credit_id': '52fe44c09251416c7503fb2d', 'gender': 1, 'id': 76070, 'name': 'Mia Wasikowska', 'order': 0}, {'cast_id': 13, 'character': 'The Mad Hatter', 'credit_id': '52fe44c09251416c7503fb35', 'gender': 2, 'id': 85, 'name': 'Johnny Depp', 'order': 1}, {'cast_id': 3, 'character': 'The White Queen', 'credit_id': '52fe44c09251416c7503fb21', 'gender': 1, 'id': 1813, 'name': 'Anne Hathaway', 'order': 2}]","[{'credit_id': '52fe44c09251416c7503fbc3', 'department': 'Camera', 'gender': 2, 'id': 120, 'job': 'Director of Photography', 'name': 'Dariusz Wolski'}, {'credit_id': '52fe44c09251416c7503fb1d', 'department': 'Directing', 'gender': 2, 'id': 510, 'job': 'Director', 'name': 'Tim Burton'}, {'credit_id': '52fe44c09251416c7503fb57', 'department': 'Sound', 'gender': 2, 'id': 531, 'job': 'Original Music Composer', 'name': 'Danny Elfman'}]"
X-Men: The Last Stand,"[{'cast_id': 4, 'character': 'Logan / Wolverine', 'credit_id': '52fe45ff9251416c910459eb', 'gender': 2, 'id': 6968, 'name': 'Hugh Jackman', 'order': 0}, {'cast_id': 5, 'character': 'Ororo Munroe / Storm', 'credit_id': '52fe45ff9251416c910459ef', 'gender': 1, 'id': 4587, 'name': 'Halle Berry', 'order': 1}, {'cast_id': 6, 'character': 'Eric Lehnsherr / Magneto', 'credit_id': '52fe45ff9251416c910459f3', 'gender': 2, 'id': 1327, 'name': 'Ian McKellen', 'order': 2}]","[{'credit_id': '538d82720e0a26670e005e83', 'department': 'Editing', 'gender': 2, 'id': 898, 'job': 'Editor', 'name': 'Mark Goldblatt'}, {'credit_id': '538d82860e0a266702005de5', 'department': 'Editing', 'gender': 2, 'id': 1098, 'job': 'Editor', 'name': 'Mark Helfrich'}, {'credit_id': '538d820c0e0a266708006129', 'department': 'Production', 'gender': 0, 'id': 2095, 'job': 'Producer', 'name': 'Ralph Winter'}]"
Monsters University,"[{'cast_id': 6, 'character': 'Michael ""Mike"" Wazowski (voice)', 'credit_id': '52fe4675c3a368484e091dcd', 'gender': 2, 'id': 7904, 'name': 'Billy Crystal', 'order': 0}, {'cast_id': 5, 'character': 'James P. ""Sulley"" Sullivan (voice)', 'credit_id': '52fe4675c3a368484e091dc9', 'gender': 2, 'id': 1230, 'name': 'John Goodman', 'order': 1}, {'cast_id': 3, 'character': 'Randall Boggs (voice)', 'credit_id': '52fe4675c3a368484e091dc5', 'gender': 2, 'id': 884, 'name': 'Steve Buscemi', 'order': 2}]","[{'credit_id': '52fe4675c3a368484e091e53', 'department': 'Production', 'gender': 2, 'id': 7, 'job': 'Executive Producer', 'name': 'Andrew Stanton'}, {'credit_id': '52fe4675c3a368484e091e59', 'department': 'Production', 'gender': 2, 'id': 8, 'job': 'Executive Producer', 'name': 'Lee Unkrich'}, {'credit_id': '52fe4675c3a368484e091ddd', 'department': 'Production', 'gender': 2, 'id': 7879, 'job': 'Executive Producer', 'name': 'John Lasseter'}]"
Transformers: Revenge of the Fallen,"[{'cast_id': 5, 'character': 'Sam Witwicky', 'credit_id': '52fe44a3c3a36847f80a19f3', 'gender': 2, 'id': 10959, 'name': 'Shia LaBeouf', 'order': 0}, {'cast_id': 6, 'character': 'Mikaela Banes', 'credit_id': '52fe44a3c3a36847f80a19f7', 'gender': 1, 'id': 19537, 'name': 'Megan Fox', 'order': 1}, {'cast_id': 7, 'character': 'Captain Lennox', 'credit_id': '52fe44a3c3a36847f80a19fb', 'gender': 2, 'id': 19536, 'name': 'Josh Duhamel', 'order': 2}]","[{'credit_id': '537f0791c3a3680598002d4a', 'department': 'Production', 'gender': 1, 'id': 2215, 'job': 'Casting', 'name': 'Denise Chamian'}, {'credit_id': '52fe44a3c3a36847f80a19ef', 'department': 'Production', 'gender': 2, 'id': 488, 'job': 'Executive Producer', 'name': 'Steven Spielberg'}, {'credit_id': '57312bd9c3a36819af000f1f', 'department': 'Editing', 'gender': 2, 'id': 10816, 'job': 'Editor', 'name': 'Paul Rubell'}]"
Transformers: Age of Extinction,"[{'cast_id': 6, 'character': 'Cade Yeager', 'credit_id': '52fe48cc9251416c750b3ad1', 'gender': 2, 'id': 13240, 'name': 'Mark Wahlberg', 'order': 0}, {'cast_id': 8, 'character': 'Joshua', 'credit_id': '52fe48cc9251416c750b3ad9', 'gender': 2, 'id': 2283, 'name': 'Stanley Tucci', 'order': 1}, {'cast_id': 17, 'character': 'Harold Attinger', 'credit_id': '5379f470c3a368553a005bbc', 'gender': 2, 'id': 7090, 'name': 'Kelsey Grammer', 'order': 2}]","[{'credit_id': '546c7de8c3a368096b001181', 'department': 'Production', 'gender': 1, 'id': 2215, 'job': 'Casting', 'name': 'Denise Chamian'}, {'credit_id': '574f4ed2c3a36879f400028d', 'department': 'Production', 'gender': 2, 'id': 488, 'job': 'Executive Producer', 'name': 'Steven Spielberg'}, {'credit_id': '546c7dbf92514130560011d8', 'department': 'Editing', 'gender': 0, 'id': 15841, 'job': 'Editor', 'name': 'William Goldenberg'}]"
Oz: The Great and Powerful,"[{'cast_id': 6, 'character': 'Oz', 'credit_id': '52fe47a1c3a368484e0d19e5', 'gender': 2, 'id': 17051, 'name': 'James Franco', 'order': 0}, {'cast_id': 5, 'character': 'Theodora', 'credit_id': '52fe47a1c3a368484e0d19e1', 'gender': 1, 'id': 18973, 'name': 'Mila Kunis', 'order': 1}, {'cast_id': 4, 'character': 'Evanora', 'credit_id': '52fe47a1c3a368484e0d19dd', 'gender': 1, 'id': 3293, 'name': 'Rachel Weisz', 'order': 2}]","[{'credit_id': '52fe47a1c3a368484e0d1a21', 'department': 'Sound', 'gender': 2, 'id': 531, 'job': 'Music', 'name': 'Danny Elfman'}, {'credit_id': '52fe47a1c3a368484e0d1a87', 'department': 'Art', 'gender': 1, 'id': 555, 'job': 'Set Decoration', 'name': 'Nancy Haigh'}, {'credit_id': '52fe47a1c3a368484e0d1a51', 'department': 'Production', 'gender': 0, 'id': 561, 'job': 'Casting', 'name': 'John Papsidera'}]"
The Amazing Spider-Man 2,"[{'cast_id': 3, 'character': 'Peter Parker / Spider-Man', 'credit_id': '52fe4a07c3a36847f81b477b', 'gender': 2, 'id': 37625, 'name': 'Andrew Garfield', 'order': 0}, {'cast_id': 2, 'character': 'Gwen Stacy', 'credit_id': '52fe4a07c3a36847f81b4777', 'gender': 1, 'id': 54693, 'name': 'Emma Stone', 'order': 1}, {'cast_id': 6, 'character': 'Max Dillon / Electro', 'credit_id': '52fe4a07c3a36847f81b4783', 'gender': 2, 'id': 134, 'name': 'Jamie Foxx', 'order': 2}]","[{'credit_id': '53e66a1cc3a3684439001575', 'department': 'Sound', 'gender': 2, 'id': 947, 'job': 'Original Music Composer', 'name': 'Hans Zimmer'}, {'credit_id': '52fe4a07c3a36847f81b47ab', 'department': 'Editing', 'gender': 2, 'id': 950, 'job': 'Editor', 'name': 'Pietro Scalia'}, {'credit_id': '52fe4a07c3a36847f81b47a5', 'department': 'Art', 'gender': 2, 'id': 5670, 'job': 'Production Design', 'name': 'Mark Friedberg'}]"
TRON: Legacy,"[{'cast_id': 44, 'character': 'Sam Flynn', 'credit_id': '52fe43ebc3a368484e005d19', 'gender': 2, 'id': 9828, 'name': 'Garrett Hedlund', 'order': 0}, {'cast_id': 37, 'character': 'Kevin Flynn / Clu', 'credit_id': '52fe43ebc3a368484e005cfd', 'gender': 2, 'id': 1229, 'name': 'Jeff Bridges', 'order': 1}, {'cast_id': 3, 'character': 'Quorra', 'credit_id': '52fe43eac3a368484e005c81', 'gender': 1, 'id': 59315, 'name': 'Olivia Wilde', 'order': 2}]","[{'credit_id': '52fe43eac3a368484e005c9f', 'department': 'Writing', 'gender': 2, 'id': 12859, 'job': 'Screenplay', 'name': 'Steven Lisberger'}, {'credit_id': '52fe43eac3a368484e005cb1', 'department': 'Production', 'gender': 2, 'id': 12859, 'job': 'Producer', 'name': 'Steven Lisberger'}, {'credit_id': '52fe43eac3a368484e005cd5', 'department': 'Production', 'gender': 2, 'id': 6889, 'job': 'Executive Producer', 'name': 'Donald Kushner'}]"
Cars 2,"[{'cast_id': 4, 'character': 'Lightning McQueen (voice)', 'credit_id': '52fe477fc3a36847f813927b', 'gender': 2, 'id': 887, 'name': 'Owen Wilson', 'order': 0}, {'cast_id': 12, 'character': 'Mater (voice)', 'credit_id': '52fe4780c3a36847f813929b', 'gender': 2, 'id': 15897, 'name': 'Larry the Cable Guy', 'order': 1}, {'cast_id': 5, 'character': 'Finn McMissile (voice)', 'credit_id': '52fe477fc3a36847f813927f', 'gender': 2, 'id': 3895, 'name': 'Michael Caine', 'order': 2}]","[{'credit_id': '52fe477fc3a36847f8139271', 'department': 'Directing', 'gender': 2, 'id': 7879, 'job': 'Director', 'name': 'John Lasseter'}, {'credit_id': '5719f14a9251411157001a13', 'department': 'Writing', 'gender': 2, 'id': 7879, 'job': 'Original Story', 'name': 'John Lasseter'}, {'credit_id': '52fe4780c3a36847f81392dd', 'department': 'Art', 'gender': 0, 'id': 7888, 'job': 'Production Design', 'name': 'Harley Jessup'}]"
Green Lantern,"[{'cast_id': 6, 'character': 'Hal Jordan / Green Lantern', 'credit_id': '52fe46a3c3a36847f8109e9d', 'gender': 2, 'id': 10859, 'name': 'Ryan Reynolds', 'order': 0}, {'cast_id': 7, 'character': 'Carol Ferris', 'credit_id': '52fe46a3c3a36847f8109ea1', 'gender': 1, 'id': 59175, 'name': 'Blake Lively', 'order': 1}, {'cast_id': 8, 'character': 'Hector Hammond', 'credit_id': '52fe46a3c3a36847f8109ea5', 'gender': 2, 'id': 133, 'name': 'Peter Sarsgaard', 'order': 2}]","[{'credit_id': '52fe46a3c3a36847f8109f09', 'department': 'Camera', 'gender': 2, 'id': 647, 'job': 'Director of Photography', 'name': 'Dion Beebe'}, {'credit_id': '52fe46a3c3a36847f8109edf', 'department': 'Sound', 'gender': 2, 'id': 1213, 'job': 'Original Music Composer', 'name': 'James Newton Howard'}, {'credit_id': '52fe46a3c3a36847f8109f15', 'department': 'Art', 'gender': 2, 'id': 1314, 'job': 'Production Design', 'name': 'Grant Major'}]"
Toy Story 3,"[{'cast_id': 6, 'character': 'Woody (voice)', 'credit_id': '52fe433f9251416c7500915d', 'gender': 2, 'id': 31, 'name': 'Tom Hanks', 'order': 0}, {'cast_id': 9, 'character': 'Buzz Lightyear (voice)', 'credit_id': '52fe433f9251416c75009169', 'gender': 2, 'id': 12898, 'name': 'Tim Allen', 'order': 1}, {'cast_id': 17, 'character': 'Lotso (voice)', 'credit_id': '52fe433f9251416c75009185', 'gender': 2, 'id': 13726, 'name': 'Ned Beatty', 'order': 2}]","[{'credit_id': '5770143fc3a3683733000f3a', 'department': 'Writing', 'gender': 2, 'id': 7, 'job': 'Story', 'name': 'Andrew Stanton'}, {'credit_id': '52fe433f9251416c75009141', 'department': 'Directing', 'gender': 2, 'id': 8, 'job': 'Director', 'name': 'Lee Unkrich'}, {'credit_id': '5770145492514157a60011c6', 'department': 'Writing', 'gender': 2, 'id': 8, 'job': 'Story', 'name': 'Lee Unkrich'}]"
Terminator Salvation,"[{'cast_id': 18, 'character': 'John Connor', 'credit_id': '52fe424ec3a36847f8013ff7', 'gender': 2, 'id': 3894, 'name': 'Christian Bale', 'order': 0}, {'cast_id': 6, 'character': 'Marcus Wright', 'credit_id': '52fe424ec3a36847f8013fcd', 'gender': 2, 'id': 65731, 'name': 'Sam Worthington', 'order': 1}, {'cast_id': 3, 'character': 'Kyle Reese', 'credit_id': '52fe424ec3a36847f8013fc1', 'gender': 2, 'id': 21028, 'name': 'Anton Yelchin', 'order': 2}]","[{'credit_id': '52fe424ec3a36847f8013ffd', 'department': 'Sound', 'gender': 2, 'id': 531, 'job': 'Original Music Composer', 'name': 'Danny Elfman'}, {'credit_id': '56769ddd92514179d40058e8', 'department': 'Sound', 'gender': 2, 'id': 1305, 'job': 'Music Editor', 'name': 'Bill Abbott'}, {'credit_id': '56769ad1c3a3681689005446', 'department': 'Production', 'gender': 2, 'id': 3986, 'job': 'Executive Producer', 'name': 'Mario Kassar'}]"
Furious 7,"[{'cast_id': 17, 'character': 'Dominic Toretto', 'credit_id': '5431dfd10e0a265915002c34', 'gender': 2, 'id': 12835, 'name': 'Vin Diesel', 'order': 0}, {'cast_id': 19, 'character': ""Brian O'Conner"", 'credit_id': '5431dfe4c3a3681143002b98', 'gender': 2, 'id': 8167, 'name': 'Paul Walker', 'order': 1}, {'cast_id': 18, 'character': 'Hobbs', 'credit_id': '5431dfdbc3a36831a6004376', 'gender': 2, 'id': 18918, 'name': 'Dwayne Johnson', 'order': 2}]","[{'credit_id': '52fe4cc8c3a36847f823e699', 'department': 'Directing', 'gender': 2, 'id': 2127, 'job': 'Director', 'name': 'James Wan'}, {'credit_id': '55ed9b29c3a3682c5d0168d9', 'department': 'Costume & Make-Up', 'gender': 1, 'id': 2519, 'job': 'Costume Design', 'name': 'Sanja Milkovic Hays'}, {'credit_id': '55eda7169251413e45014b3b', 'department': 'Sound', 'gender': 2, 'id': 7239, 'job': 'Sound Designer', 'name': 'Peter Brown'}]"
World War Z,"[{'cast_id': 4, 'character': 'Gerry Lane', 'credit_id': '52fe485dc3a368484e0f5061', 'gender': 2, 'id': 287, 'name': 'Brad Pitt', 'order': 0}, {'cast_id': 6, 'character': 'Karen Lane', 'credit_id': '52fe485dc3a368484e0f5065', 'gender': 1, 'id': 175826, 'name': 'Mireille Enos', 'order': 1}, {'cast_id': 14, 'character': 'Rachel Lane', 'credit_id': '52fe485dc3a368484e0f5075', 'gender': 1, 'id': 1027850, 'name': 'Abigail Hargrove', 'order': 2}]","[{'credit_id': '52fe485dc3a368484e0f50f9', 'department': 'Production', 'gender': 2, 'id': 287, 'job': 'Producer', 'name': 'Brad Pitt'}, {'credit_id': '52fe485dc3a368484e0f50c3', 'department': 'Sound', 'gender': 2, 'id': 7229, 'job': 'Original Music Composer', 'name': 'Marco Beltrami'}, {'credit_id': '52fe485dc3a368484e0f50e7', 'department': 'Production', 'gender': 2, 'id': 9987, 'job': 'Producer', 'name': 'Ian Bryce'}]"
X-Men: Days of Future Past,"[{'cast_id': 9, 'character': 'Logan / Wolverine', 'credit_id': '52fe4affc3a368484e172013', 'gender': 2, 'id': 6968, 'name': 'Hugh Jackman', 'order': 0}, {'cast_id': 4, 'character': 'Charles Xavier / Professor X (Young)', 'credit_id': '52fe4affc3a368484e171fff', 'gender': 2, 'id': 5530, 'name': 'James McAvoy', 'order': 1}, {'cast_id': 5, 'character': 'Erik Lehnsherr / Magneto (Young)', 'credit_id': '52fe4affc3a368484e172003', 'gender': 2, 'id': 17288, 'name': 'Michael Fassbender', 'order': 2}]","[{'credit_id': '54408fa5c3a3686078000858', 'department': 'Writing', 'gender': 2, 'id': 957, 'job': 'Story', 'name': 'Matthew Vaughn'}, {'credit_id': '5461d96e0e0a2672aa001bdb', 'department': 'Production', 'gender': 2, 'id': 3276, 'job': 'Casting', 'name': 'Roger Mussenden'}, {'credit_id': '52fe4affc3a368484e17208f', 'department': 'Production', 'gender': 2, 'id': 6184, 'job': 'Executive Producer', 'name': 'Todd Hallowell'}]"
Star Trek Into Darkness,"[{'cast_id': 2, 'character': 'James T. Kirk', 'credit_id': '52fe488dc3a36847f816d779', 'gender': 2, 'id': 62064, 'name': 'Chris Pine', 'order': 0}, {'cast_id': 6, 'character': 'Spock', 'credit_id': '52fe488dc3a36847f816d785', 'gender': 2, 'id': 17306, 'name': 'Zachary Quinto', 'order': 1}, {'cast_id': 1, 'character': 'Nyota Uhura', 'credit_id': '52fe488dc3a36847f816d775', 'gender': 1, 'id': 8691, 'name': 'Zoe Saldana', 'order': 2}]","[{'credit_id': '52fe488dc3a36847f816d839', 'department': 'Costume & Make-Up', 'gender': 2, 'id': 605, 'job': 'Costume Design', 'name': 'Michael Kaplan'}, {'credit_id': '5767b437c3a3683cb9000bd8', 'department': 'Sound', 'gender': 2, 'id': 670, 'job': 'Sound Designer', 'name': 'Ben Burtt'}, {'credit_id': '52fe488dc3a36847f816d7df', 'department': 'Writing', 'gender': 2, 'id': 1745, 'job': 'Characters', 'name': 'Gene Roddenberry'}]"
Jack the Giant Slayer,"[{'cast_id': 7, 'character': 'Jack', 'credit_id': '52fe47ef9251416c9107aa2f', 'gender': 2, 'id': 3292, 'name': 'Nicholas Hoult', 'order': 0}, {'cast_id': 15, 'character': 'Princess Isabelle', 'credit_id': '52fe47ef9251416c9107aa4b', 'gender': 1, 'id': 73357, 'name': 'Eleanor Tomlinson', 'order': 1}, {'cast_id': 6, 'character': 'Elmont', 'credit_id': '52fe47ef9251416c9107aa2b', 'gender': 2, 'id': 3061, 'name': 'Ewan McGregor', 'order': 2}]","[{'credit_id': '569396fb925141655700200d', 'department': 'Sound', 'gender': 2, 'id': 8376, 'job': 'Supervising Sound Editor', 'name': 'Mark A. Mangini'}, {'credit_id': '52fe47f09251416c9107aac9', 'department': 'Costume & Make-Up', 'gender': 1, 'id': 498, 'job': 'Costume Design', 'name': 'Joanna Johnston'}, {'credit_id': '553befed92514138a9006da3', 'department': 'Production', 'gender': 2, 'id': 3276, 'job': 'Casting', 'name': 'Roger Mussenden'}]"
The Great Gatsby,"[{'cast_id': 2, 'character': 'Jay Gatsby', 'credit_id': '52fe46e3c3a368484e0a9783', 'gender': 2, 'id': 6193, 'name': 'Leonardo DiCaprio', 'order': 0}, {'cast_id': 5, 'character': 'Nick Carraway', 'credit_id': '52fe46e3c3a368484e0a978f', 'gender': 2, 'id': 2219, 'name': 'Tobey Maguire', 'order': 1}, {'cast_id': 3, 'character': 'Daisy Buchanan', 'credit_id': '52fe46e3c3a368484e0a9787', 'gender': 1, 'id': 36662, 'name': 'Carey Mulligan', 'order': 2}]","[{'credit_id': '52fe46e3c3a368484e0a982d', 'department': 'Production', 'gender': 1, 'id': 1720, 'job': 'Casting', 'name': 'Ronna Kress'}, {'credit_id': '52fe46e3c3a368484e0a97e1', 'department': 'Production', 'gender': 2, 'id': 123, 'job': 'Executive Producer', 'name': 'Barrie M. Osborne'}, {'credit_id': '52fe46e3c3a368484e0a97a1', 'department': 'Writing', 'gender': 2, 'id': 6201, 'job': 'Screenplay', 'name': 'Baz Luhrmann'}]"
